ppg_id,own_price,comp_price,price_gap,tdp,predicted_units,predicted_revenue,current_price,price_change_pct
PPG_01,8.241657096056016,9.303389553448325,-1.0617324573923081,78.39295373465727,65482.04018379152,539680.5211449706,9.696067171830608,-15.000000000000002
PPG_01,8.726460454647547,9.303389553448325,-0.5769290988007771,78.39295373465727,56540.32946771945,493396.9491927972,9.696067171830608,-9.999999999999995
PPG_01,9.211263813239077,9.303389553448325,-0.09212574020924791,78.39295373465727,49208.813172377595,453275.3600671642,9.696067171830608,-5.000000000000006
PPG_01,9.696067171830606,9.303389553448325,0.3926776183822813,78.39295373465727,43134.219057071794,418232.28538182395,9.696067171830608,-1.8320385037770693e-14
PPG_01,10.180870530422137,9.303389553448325,0.8774809769738123,78.39295373465727,38053.393342158546,387416.6708597439,9.696067171830608,4.999999999999988
PPG_01,10.665673889013668,9.303389553448325,1.3622843355653433,78.39295373465727,33767.37779831028,360151.8396838978,9.696067171830608,9.999999999999995
PPG_01,11.150477247605197,9.303389553448325,1.8470876941568726,78.39295373465727,30123.71652389255,335893.8157129726,9.696067171830608,14.999999999999982
PPG_02,11.62339095672132,10.971558870353173,0.651832086368147,78.2930969725784,40681.5643475027,472857.72714203934,13.67457759614273,-15.000000000000002
PPG_02,12.307119836528456,10.971558870353173,1.335560966175283,78.2930969725784,35369.547074642665,435297.25441136176,13.67457759614273,-10.000000000000005
PPG_02,12.990848716335591,10.971558870353173,2.019289845982419,78.2930969725784,30984.733369550013,402517.98371981934,13.67457759614273,-5.000000000000009
PPG_02,13.67457759614273,10.971558870353173,2.7030187257895566,78.2930969725784,27328.45861044922,373705.12785156275,13.67457759614273,0.0
PPG_02,14.358306475949865,10.971558870353173,3.3867476055966925,78.2930969725784,24251.785686322495,348214.5714732725,13.67457759614273,4.9999999999999964
PPG_02,15.042035355757001,10.971558870353173,4.0704764854038284,78.2930969725784,21641.423398761064,325531.0559130708,13.67457759614273,9.999999999999993
PPG_02,15.725764235564137,10.971558870353173,4.754205365210964,78.2930969725784,19410.05614154215,305237.9666809556,13.67457759614273,14.999999999999988
PPG_03,5.9570785103631065,7.247241165888155,-1.290162655525048,76.42890988489967,104703.52275944766,623727.1053896201,7.008327659250714,-15.000000000000005
PPG_03,6.307494893325642,7.247241165888155,-0.9397462725625125,76.42890988489967,90546.94815719477,571124.4131077277,7.008327659250714,-10.000000000000007
PPG_03,6.657911276288178,7.247241165888155,-0.589329889599977,76.42890988489967,78922.01840956022,525455.7963164342,7.008327659250714,-5.00000000000001
PPG_03,7.008327659250714,7.247241165888155,-0.2389135066374406,76.42890988489967,69276.22554322287,485510.4876030597,7.008327659250714,0.0
PPG_03,7.3587440422132495,7.247241165888155,0.11150287632509492,76.42890988489967,61197.40856193867,450336.06565405626,7.008327659250714,4.999999999999997
PPG_03,7.709160425175785,7.247241165888155,0.46191925928763045,76.42890988489967,54373.523700466794,419174.2170889962,7.008327659250714,9.999999999999995
PPG_03,8.05957680813832,7.247241165888155,0.812335642250166,76.42890988489967,48565.14824127656,391414.54244919214,7.008327659250714,14.999999999999991
PPG_04,12.86495372365735,15.788916989684415,-2.923963266027064,77.25608897262744,34011.18872076188,437552.3689791784,15.135239674891002,-15.000000000000007
PPG_04,13.6217157074019,15.788916989684415,-2.167201282282514,77.25608897262744,29563.8394264788,402710.2158867739,15.135239674891002,-10.000000000000009
PPG_04,14.37847769114645,15.788916989684415,-1.4104392985379643,77.25608897262744,25893.53173130758,372309.56834359874,15.135239674891002,-5.00000000000001
PPG_04,15.135239674891,15.788916989684415,-0.6536773147934145,77.25608897262744,22833.65100561134,345592.78062274354,15.135239674891002,-1.1736562337675985e-14
PPG_04,15.89200165863555,15.788916989684415,0.10308466895113533,77.25608897262744,20259.312526862286,321961.02827971143,15.135239674891002,4.999999999999987
PPG_04,16.6487636423801,15.788916989684415,0.8598466526956852,77.25608897262744,18075.53879635082,300935.37312911643,15.135239674891002,9.999999999999986
PPG_04,17.40552562612465,15.788916989684415,1.616608636440235,77.25608897262744,16209.142037657459,282128.63711394125,15.135239674891002,14.999999999999982
PPG_05,7.260062134673523,10.83918465041192,-3.579122515738397,78.06093735037831,87058.24763608073,632048.2871737404,8.541249570204144,-14.999999999999996
PPG_05,7.687124613183729,10.83918465041192,-3.15206003722819,78.06093735037831,76484.2349246074,587943.8448094762,8.541249570204144,-10.000000000000002
PPG_05,8.114187091693937,10.83918465041192,-2.724997558717982,78.06093735037831,67666.75461058685,549060.7067980451,8.541249570204144,-4.9999999999999964
PPG_05,8.541249570204144,10.83918465041192,-2.2979350802077754,78.06093735037831,60243.19920510029,514552.19931828545,8.541249570204144,0.0
PPG_05,8.96831204871435,10.83918465041192,-1.8708726016975685,78.06093735037831,53939.079247515925,483742.4943120553,8.541249570204144,4.9999999999999964
PPG_05,9.395374527224558,10.83918465041192,-1.4438101231873617,78.06093735037831,48543.67179454824,456085.97743644775,8.541249570204144,9.999999999999993
PPG_05,9.822437005734765,10.83918465041192,-1.0167476446771548,78.06093735037831,43893.14149889672,431137.61735671543,8.541249570204144,14.999999999999988
PPG_06,9.931598746973622,11.25974430157026,-1.328145554596638,76.48107083928693,39556.61636502248,392860.4415253735,11.684233819968966,-14.999999999999996
PPG_06,10.51581043797207,11.25974430157026,-0.7439338635981905,76.48107083928693,34219.00889418722,359840.6109065531,11.684233819968966,-10.000000000000004
PPG_06,11.100022128970519,11.25974430157026,-0.15972217259974109,76.48107083928693,29834.599931597917,331164.7194497192,11.684233819968966,-4.999999999999994
PPG_06,11.684233819968966,11.25974430157026,0.4244895183987065,76.48107083928693,26195.584232205445,306075.33121978067,11.684233819968966,0.0
PPG_06,12.268445510967414,11.25974430157026,1.0087012093971541,76.48107083928693,23146.897808838996,283976.45451567223,11.684233819968966,4.999999999999994
PPG_06,12.852657201965862,11.25974430157026,1.5929129003956017,76.48107083928693,20571.110607826606,264393.432906119,11.684233819968966,9.999999999999988
PPG_06,13.436868892964311,11.25974430157026,2.177124591394051,76.48107083928693,18378.09809831851,246944.09464914256,11.684233819968966,14.999999999999996
PPG_07,6.411196146683108,6.118202289237837,0.2929938574452704,77.9261090459783,82204.25086733737,527027.5764016449,7.542583701980127,-15.000000000000002
PPG_07,6.788325331782114,6.118202289237837,0.6701230425442768,77.9261090459783,70441.58164784068,478180.373110835,7.542583701980127,-10.0
PPG_07,7.165454516881121,6.118202289237837,1.0472522276432832,77.9261090459783,60868.25947116879,436148.74476237845,7.542583701980127,-5.0
PPG_07,7.542583701980126,6.118202289237837,1.4243814127422887,77.9261090459783,52991.641774270494,399693.8935877818,7.542583701980127,-1.1775519567213488e-14
PPG_07,7.9197128870791325,6.118202289237837,1.801510597841295,77.9261090459783,46447.33945534109,367849.5928550039,7.542583701980127,4.9999999999999885
PPG_07,8.296842072178139,6.118202289237837,2.1786397829403015,77.9261090459783,40961.6953257429,339852.7171263663,7.542583701980127,9.99999999999999
